id,name,brand,address,city,state,zip_code,latitude,longitude,phone,hours,features
489,KFC #489,KFC,186 Industrial Pkwy,Dallas,TX,75221,32.742774,-96.750543,(752) 682-8133,7:00 AM - 10:00 PM,"dine-in,takeout"
490,Taco Bell #490,Taco Bell,718 Hillcrest Ave,San Jose,CA,95159,37.314509,-121.899216,(956) 828-9536,10:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
491,Pizza Hut #491,Pizza Hut,8199 4th St,Austin,TX,78711,30.311772,-97.711077,(783) 872-9489,10:00 AM - 12:00 AM,"dine-in,delivery,takeout"
492,Habit Burger #492,Habit Burger,8551 Valley View Dr,Jacksonville,FL,32239,30.285561,-81.645749,(329) 373-1590,6:00 AM - 12:00 AM,"dine-in,delivery,takeout"
493,KFC #493,KFC,1522 Sunset Blvd,Fort Worth,TX,76161,32.771002,-97.283235,(765) 885-7474,8:00 AM - 10:00 PM,"dine-in,delivery,takeout"
494,Taco Bell #494,Taco Bell,1224 Harbor Blvd,Columbus,OH,43221,39.962974,-82.975107,(438) 491-6703,6:00 AM - 12:00 AM,"drive-thru,takeout"
495,Pizza Hut #495,Pizza Hut,7550 Harbor Blvd,Charlotte,NC,28261,35.19973,-80.796794,(289) 204-5277,10:00 AM - 10:00 PM,dine-in
496,Habit Burger #496,Habit Burger,8343 Lincoln Ave,Indianapolis,IN,46253,39.769024,-86.152237,(461) 725-5222,24 Hours,"drive-thru,takeout"
497,KFC #497,KFC,9326 5th Ave,San Francisco,CA,94141,37.794319,-122.372794,(945) 994-8517,11:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
498,Taco Bell #498,Taco Bell,6369 River Rd,Seattle,WA,98138,47.604397,-122.356318,(983) 523-7757,6:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
499,Pizza Hut #499,Pizza Hut,4806 Oak Ave,Denver,CO,80261,39.759282,-105.013965,(805) 277-3924,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
500,Habit Burger #500,Habit Burger,4508 Washington Ave,Nashville,TN,37297,36.148054,-86.742168,(373) 710-4271,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
